,no,case_number,type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,image
86,165,2022-3791(1),아파트,서울특별시,강남구,자곡동,611,605동,11.0,1102,래미안강남힐즈,"서울특별시 강남구 자곡동 611 605동 11층1102호 (자곡동,래미안강남힐즈)",2023-07-04,64,잔금납부,2,2,1,1,81,27,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg
87,166,2019-483(1),아파트,서울특별시,서대문구,홍은동,22,1동,2.0,204,유원홍은아파트,"서울특별시 서대문구 홍은동 22 1동 2층204호 (홍은동,유원홍은아파트)",2023-07-04,64,매각,2,537,343,383,71,1,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2019/483/206359.jpg
88,167,2021-3232(1),아파트,서울특별시,은평구,역촌동,232,103동,7.0,704,역촌센트레빌아파트,"서울특별시 은평구 역촌동 232 103동 7층704호 (역촌동,역촌센트레빌아파트)",2023-07-04,64,매각,2,1,700,711,65,1,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2021/3232/100923.jpg
89,168,2022-2410(1),아파트,서울특별시,서대문구,홍제동,463,101동,7.0,707,문화촌현대아파트,"서울특별시 서대문구 홍제동 463 101동 7층 707호 (홍제동,문화촌현대아파트)",2023-07-04,64,잔금납부,2,350,224,245,70,2,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2410/127711.jpg
90,169,2022-2427(1),아파트,서울특별시,은평구,응암동,176,104동,4.0,406,응암푸르지오,"서울특별시 은평구 응암동 176 104동 4층 406호 (응암동,응암푸르지오)",2023-07-04,64,잔금납부,2,1,672,725,69,2,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2427/127994.jpg
91,170,2022-55377(1),아파트,서울특별시,서대문구,남가좌동,390,109동,9.0,905,래미안루센티아,"서울특별시 서대문구 남가좌동 390 109동 9층 905호 (남가좌동,래미안루센티아)",2023-07-04,64,매각,2,1,780,850,70,4,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55377/127110.jpg
92,171,2022-105221(1),아파트,서울특별시,노원구,상계동,1256,202동,1.0,102,은빛아파트,"서울특별시 노원구 상계동 1256 202동 1층102호 (상계동,은빛아파트)",2023-07-04,64,잔금납부,2,600,384,450,75,9,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg
93,172,2022-2169(1),아파트,서울특별시,구로구,오류동,348,102동,3.0,304,우림필유,"서울특별시 구로구 오류동 348 제102동 제3층 제304호 (오류동, 우림필유)",2023-06-29,64,잔금납부,2,639,408,490,77,10,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2169/159282.jpg
94,173,2022-109244(1),아파트,서울특별시,강서구,화곡동,143-6,1동,5.0,502,성재센트리움아파트,"서울특별시 강서구 화곡동 143-6 제주건축물제1동 제5층 제502호 (화곡동, 성재센트리움아파트)",2023-06-29,2,잔금납부,6,205,53,53,26,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg
95,174,2022-112189(1),아파트,서울특별시,강서구,화곡동,143-6,2동,5.0,504,성재센트리움아파트,"서울특별시 강서구 화곡동 143-6 제주건축물제2동 제5층 제504호 (화곡동, 성재센트리움아파트)",2023-06-28,80,배당종결,1,214,171,182,85,1,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg
96,175,2022-112905(1),아파트,서울특별시,강서구,화곡동,1037-27,,1.0,102,제이월드아파트,"서울특별시 강서구 화곡동 1037-27 제1층 제102호 (화곡동, 제이월드아파트)",2023-06-28,80,잔금납부,1,521,416,433,83,3,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112905/08778_AUTO_52.jpg
97,176,2023-100095(1),아파트,서울특별시,강서구,화곡동,1037-27,,1.0,102,제이월드아파트,"서울특별시 강서구 화곡동 1037-27 제1층 제102호 (화곡동, 제이월드아파트)",2023-06-27,80,잔금납부,1,2,1,1,88,3,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100095/118908.jpg
98,177,2022-2809(1),아파트,서울특별시,마포구,창전동,440,105동,5.0,501,창전동현대홈타운,"서울특별시 마포구 창전동 440 105동 5층501호 (창전동,창전동현대홈타운)",2023-06-27,80,잔금납부,1,1,1,1,82,1,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2809/73673.jpg
99,178,2022-53647(1),아파트,서울특별시,마포구,현석동,220,101동,9.0,901,밤섬현대아파트,"서울특별시 마포구 현석동 220 101동 9층901호 (현석동,밤섬현대아파트)",2023-06-27,64,매각,2,2,1,1,81,14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/53647/80227.jpg
100,179,2022-920(1),아파트,서울특별시,강북구,미아동,813,106동,13.0,1304,래미안트리베라1차,"서울특별시 강북구 미아동 813 106동 13층1304호 (미아동,래미안트리베라1차)",2023-06-27,64,매각,2,1,667,711,68,1,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg
101,180,2022-1077(1),아파트,서울특별시,동대문구,휘경동,366,101동,9.0,904,동일스위트리버,"서울특별시 동대문구 휘경동 366 101동 9층904호 (휘경동,동일스위트리버)",2023-06-27,64,매각,2,861,551,665,77,10,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/1077/74724.jpg
102,181,2022-103744(1),아파트,서울특별시,강북구,미아동,1354,102동,10.0,1003,벽산라이브파크아파트,"서울특별시 강북구 미아동 1354 102동 10층1003호 (미아동,벽산라이브파크아파트)",2023-06-27,64,잔금납부,2,829,530,581,70,5,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg
103,182,2021-2343(2),아파트,서울특별시,성동구,마장동,768-1,,6.0,601,안민빌딩,"서울특별시 성동구 마장동 768-1 6층601호 (마장동,안민빌딩)",2023-06-26,64,잔금납부,2,197,126,131,67,2,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/2343/55808_AUTO_22.jpg
104,183,2022-556(1),아파트,서울특별시,서초구,잠원동,51,1동,2.0,203,잠원훼미리아파트,서울특별시 서초구 잠원동 51 잠원훼미리아파트 1동 2층203호,2023-06-22,41,잔금납부,4,1,464,613,54,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/556/119656.jpg
105,184,2022-2170(1),아파트,서울특별시,강남구,대치동,889-74,,11.0,1102,아름빌,"서울특별시 강남구 대치동 889-74 11층1102호 (대치동,아름빌)",2023-06-22,80,잔금납부,1,460,368,392,85,4,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/2170/99058.jpg
106,185,2022-3432(1),아파트,서울특별시,강남구,자곡동,619,503동,6.0,617,엘에이치강남힐스테이트,"서울특별시 강남구 자곡동 619 503동 6층617호 (자곡동,엘에이치강남힐스테이트)",2023-06-21,64,배당종결,2,1,684,810,76,4,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3432/164342.jpg
107,186,2022-107372(1),아파트,서울특별시,강남구,도곡동,527,302동,5.0,504,도곡렉슬아파트,"서울특별시 강남구 도곡동 527 302동 5층504호 (도곡동,도곡렉슬아파트)",2023-06-21,80,잔금납부,1,4,3,3,84,5,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg
108,187,2022-102109(1),아파트,서울특별시,중랑구,신내동,437,101동,10.0,1004,벽산아파트,"서울특별시 중랑구 신내동 437 101동 10층1004호 (신내동,벽산아파트)",2023-06-21,64,잔금납부,2,575,368,391,68,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102109/88414.jpg
109,188,2022-1399(1),아파트,서울특별시,서초구,방배동,806-5,,6.0,502,,"서울특별시 서초구 방배동 806-5외 2필지 윈저빌 제5,6층 제502호",2023-06-20,80,배당종결,1,2,1,2,95,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1399/03420_AUTO_309.jpg
110,189,2022-107347(1),아파트,서울특별시,강서구,화곡동,1168,,2.0,203,스위트드림아파트,"서울특별시 강서구 화곡동 1168 제2층 제203호 (화곡동, 스위트드림아파트)",2023-06-20,80,매각,1,469,375,435,93,1,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107347/1056606.jpg
111,190,2022-103430(1),아파트,서울특별시,동대문구,전농동,155,101동,15.0,1505,전농동삼성아파트,"서울특별시 동대문구 전농동 155 101동 15층1505호 (전농동,전농동삼성아파트)",2023-06-20,80,잔금납부,1,953,762,877,92,12,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/103430/35070_AUTO_194.jpg
112,191,2022-105276(1),아파트,서울특별시,중랑구,신내동,437,102동,9.0,903,벽산아파트,"서울특별시 중랑구 신내동 437 102동 9층903호 (신내동,벽산아파트)",2023-06-20,64,잔금납부,2,865,553,713,82,5,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105276/78042.jpg
113,192,2022-105405(1),아파트,서울특별시,성북구,돈암동,15-1,101동,10.0,1004,돈암삼성아파트,"서울특별시 성북구 돈암동 15-1 101동 10층1004호 (돈암동,돈암삼성아파트)",2023-06-20,64,배당종결,2,806,515,550,68,4,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105405/77853.jpg
114,193,2022-106446(1),아파트,서울특별시,강북구,번동,658,101동,4.0,408,번동한진아파트,"서울특별시 강북구 번동 658 101동 4층408호 (번동,번동한진아파트)",2023-06-20,64,잔금납부,2,568,363,421,74,5,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/106446/77211.jpg
115,194,2022-696(1),아파트,서울특별시,성동구,금호동,4,114동,12.0,1203,금호동대우아파트,"서울특별시 성동구 금호동4가 800 114동 12층1203호 (금호동4가,금호동대우아파트)",2023-06-19,80,잔금납부,1,1,1,1,84,1,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/696/563285.jpg
116,195,2022-50219(1),아파트,서울특별시,성동구,홍익동,366,,4.0,403,주암해븐아파트,"서울특별시 성동구 홍익동 366 4층403호 (홍익동,주암해븐아파트)",2023-06-19,80,잔금납부,1,840,672,693,83,1,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/50219/565655.jpg
117,196,2022-50394(1),아파트,서울특별시,송파구,신천동,7-17,,17.0,1704,삼성웰리스아파트,"서울특별시 송파구 신천동 7-17 웰리스타워, 삼성웰리스아파트 17층1704호",2023-06-19,64,잔금납부,2,1,1,1,72,5,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/50394/565244.jpg
118,197,2022-112516(1),아파트,서울특별시,양천구,신월동,110-1,101동,3.0,304,은성아파트,"서울특별시 양천구 신월동 110-1 제101동 제3층 제304호 (신월동, 은성아파트)",2023-06-15,80,잔금납부,1,440,352,441,100,3,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112516/16165_05.png
119,198,2022-108777(1),아파트,서울특별시,영등포구,신길동,4945,102동,6.0,604,래미안프레비뉴,"서울특별시 영등포구 신길동 4945 제102동 제6층 제604호 (신길동, 래미안프레비뉴)",2023-06-15,64,잔금납부,2,1,985,1,70,10,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/108777/49501_AUTO_136.jpg
120,199,2022-111869(1),아파트,서울특별시,강남구,청담동,50-5,104동,9.0,904,청담대우유로카운티,"서울특별시 강남구 청담동 50-5 104동 9층904호 (청담동,청담대우유로카운티)",2023-06-14,100,잔금납부,0,2,2,2,100,1,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111869/510438.jpg
121,200,2022-2137(1),아파트,서울특별시,용산구,청암동,181,102동,6.0,601,천년명가청암자이,"서울특별시 용산구 청암동 181 102동 6층 601호 (청암동,천년명가청암자이)",2023-06-13,80,잔금납부,1,2,1,1,91,11,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2137/117878.jpg
122,201,2022-53517(1),아파트,서울특별시,마포구,상암동,1637,202동,4.0,401,상암월드컵파크2단지,"서울특별시 마포구 상암동 1637 202동 4층401호 (상암동,상암월드컵파크2단지)",2023-06-13,100,잔금납부,0,59,59,69,118,1,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/53517/154284.jpg
123,202,2022-54732(1),아파트,서울특별시,서대문구,북가좌동,481,404동,7.0,701,디엠씨래미안이편한세상,"서울특별시 서대문구 북가좌동 481 404동 7층701호 (북가좌동,디엠씨래미안이편한세상)",2023-06-13,64,잔금납부,2,1,876,1,75,14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/54732/152315.jpg
124,203,2022-55094(1),아파트,서울특별시,마포구,도화동,353,210동,15.0,1504,현대홈타운,"서울특별시 마포구 도화동 353 210동 15층 1504호 (도화동,현대홈타운)",2023-06-13,80,잔금납부,1,1,952,1,88,6,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55094/169798.jpg
125,204,2022-101332(1),아파트,서울특별시,구로구,개봉동,480,204동,5.0,501,현대홈타운2단지,"서울특별시 구로구 개봉동 480 제204동 제5층 제501호 (개봉동, 현대홈타운2단지)",2023-06-13,64,잔금납부,2,938,600,673,72,9,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/101332/40411_AUTO_101.jpg
126,205,2021-115976(1),아파트,서울특별시,영등포구,영등포동,1,,9.0,903,메트로가든,"서울특별시 영등포구 영등포동1가 75-4 제9층 제903호 (영등포동1가, 메트로가든)",2023-06-07,8,잔금납부,8,148,24,24,17,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/115976/150223.jpg
127,206,2022-385(1),아파트,서울특별시,강서구,화곡동,1091,113동,2.0,203,화곡푸르지오,"서울특별시 강서구 화곡동 1091 제113동 제2층 제203호 (화곡동, 화곡푸르지오)",2023-06-07,64,잔금납부,2,1,940,1,76,5,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/385/123326.jpg
128,207,2022-103444(1),아파트,서울특별시,양천구,신정동,337,209동,12.0,1207,목동2차우성아파트,"서울특별시 양천구 신정동 337 제209동 제12층 제1207호 (신정동, 목동2차우성아파트)",2023-06-07,64,잔금납부,2,1,791,841,68,5,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/103444/126291.jpg
129,208,2022-107668(1),아파트,서울특별시,구로구,구로동,717-23,,,401,,서울특별시 구로구 구로동 717-23 제401호,2023-06-07,80,잔금납부,1,213,170,170,80,1,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107668/476183.jpg
130,209,2021-104979(1),아파트,서울특별시,성북구,종암동,104-1,106동,22.0,2210,종암에스케이아파트,"서울특별시 성북구 종암동 104-1 106동 22층2210호 (종암동,종암에스케이아파트)",2023-06-07,64,잔금납부,2,784,501,553,71,6,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104979/35491.jpg
131,210,2022-102512(1),아파트,서울특별시,도봉구,쌍문동,388-33,2동,7.0,706,쌍문한양아파트,"서울특별시 도봉구 쌍문동 388-33 2동 7층706호 (쌍문동,쌍문한양아파트)",2023-06-07,64,잔금납부,2,849,543,667,79,11,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/102512/163558.jpg
132,211,2022-102581(1),아파트,서울특별시,중랑구,신내동,657,903동,14.0,1407,신내아파트,"서울특별시 중랑구 신내동 657 903동 14층1407호 (신내동,신내아파트)",2023-06-07,64,잔금납부,2,441,282,315,71,4,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/102581/163667.jpg
133,212,2021-55910(1),아파트,서울특별시,송파구,장지동,833,106동,4.0,402,송파파인타운1단지,"서울특별시 송파구 장지동 833 106동 4층402호 (장지동,송파파인타운1단지)",2023-06-05,2,잔금납부,3,1,747,1,68,22,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/55910/641448.jpg
134,213,2022-3210(1),아파트,서울특별시,종로구,창신동,702,102동,10.0,1004,창신쌍용아파트,"서울특별시 종로구 창신동 702 102동 10층1004호 (창신동,창신쌍용아파트)",2023-06-01,64,잔금납부,2,900,576,721,80,19,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3210/58055_AUTO_258.jpg
135,214,2022-111067(1),아파트,서울특별시,강남구,압구정동,397,29동,2.0,203,미성아파트,"서울특별시 강남구 압구정동 397 29동 2층203호 (압구정동,미성아파트)",2023-06-01,80,배당종결,1,2,2,2,98,10,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111067/467629.jpg
136,215,2022-101653(1),아파트,서울특별시,양천구,신정동,311,1032동,5.0,501,목동신시가지아파트,"서울특별시 양천구 신정동 311 제1032동 제5층 제501호 (신정동, 목동신시가지아파트)",2023-06-01,2,잔금납부,3,711,364,435,61,11,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/101653/99366.jpg
137,216,2022-108036(1),아파트,서울특별시,양천구,신정동,1293,106동,5.0,511,학마을아파트,"서울특별시 양천구 신정동 1293 제106동 제5층 제511호 (신정동, 학마을아파트)",2023-05-31,64,잔금납부,2,672,430,470,70,5,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/108036/08038_AUTO_233.jpg
138,217,2022-116495(1),아파트,서울특별시,강서구,등촌동,688,301동,11.0,1108,등촌3단지주공아파트,"서울특별시 강서구 등촌동 688 제301동 제11층 제1108호 (등촌동, 등촌3단지주공아파트)",2023-05-31,80,매각,1,868,694,695,80,2,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/116495/214282.jpg
139,218,2022-117276(1),아파트,서울특별시,영등포구,문래동,3,106동,5.0,503,문래힐스테이트,"서울특별시 영등포구 문래동3가 94 제106동 제5층 제503호 (문래동3가, 문래힐스테이트)",2023-05-31,80,잔금납부,1,1,1,1,80,1,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/117276/226192.jpg
140,219,2022-105337(1),아파트,서울특별시,도봉구,방학동,275,5동,5.0,512,벽산아파트,"서울특별시 도봉구 방학동 275 5동 5층512호 (방학동,벽산아파트)",2023-05-31,64,배당종결,2,535,342,397,74,2,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105337/425410.jpg
